CPU time=0.00270128 sec
CPU time=0.0024523 sec
CPU time=0.00250194 sec
CPU time=0.00243056 sec
CPU time=0.00250928 sec
CPU time=0.00242114 sec
CPU time=0.00245731 sec
CPU time=0.00226466 sec
CPU time=0.00238527 sec
CPU time=0.0024199 sec
CPU time=0.00243167 sec
CPU time=0.00243223 sec
CPU time=0.0024189 sec
CPU time=0.00253274 sec
CPU time=0.00250983 sec
CPU time=0.0023969 sec
CPU time=0.00256744 sec
CPU time=0.0024872 sec
CPU time=0.00234822 sec
CPU time=0.00245111 sec
CPU time=0.00242357 sec
CPU time=0.00249361 sec
CPU time=0.00249002 sec
CPU time=0.00241895 sec
CPU time=0.00266005 sec
CPU time=0.00261296 sec
CPU time=0.00237866 sec
CPU time=0.00270406 sec
CPU time=0.0024814 sec
CPU time=0.00252611 sec
CPU time=0.0023854 sec
CPU time=0.00251159 sec
CPU time=0.00258601 sec
CPU time=0.00258953 sec
CPU time=0.00239138 sec
CPU time=0.00243817 sec
CPU time=0.00253029 sec
CPU time=0.0024643 sec
CPU time=0.00256998 sec
CPU time=0.00251141 sec
CPU time=0.00248955 sec
CPU time=0.00250854 sec
CPU time=0.00244614 sec
CPU time=0.00248551 sec
CPU time=0.00243776 sec
CPU time=0.00252891 sec
CPU time=0.00263163 sec
CPU time=0.00252816 sec
CPU time=0.00239507 sec
CPU time=0.00255986 sec
CPU time=0.00248627 sec
CPU time=0.00251775 sec
CPU time=0.00244837 sec
CPU time=0.00242113 sec
CPU time=0.00246653 sec
CPU time=0.00251824 sec
CPU time=0.00260224 sec
CPU time=0.00246825 sec
CPU time=0.00254927 sec
CPU time=0.00251217 sec
CPU time=0.00246741 sec
CPU time=0.00244489 sec
CPU time=0.00246634 sec
CPU time=0.00249509 sec
CPU time=0.00254638 sec
CPU time=0.00242638 sec
CPU time=0.00249764 sec
CPU time=0.00247461 sec
CPU time=0.00254585 sec
CPU time=0.00245404 sec
CPU time=0.0024661 sec
CPU time=0.00246883 sec
CPU time=0.00246168 sec
CPU time=0.00244372 sec
CPU time=0.00250281 sec
CPU time=0.00249489 sec
CPU time=0.00253034 sec
CPU time=0.00247052 sec
CPU time=0.00259894 sec
CPU time=0.00251051 sec
CPU time=0.00249185 sec
CPU time=0.00246859 sec
CPU time=0.00241825 sec
CPU time=0.00259322 sec
CPU time=0.0024971 sec
CPU time=0.00240902 sec
CPU time=0.00245153 sec
CPU time=0.00247971 sec
CPU time=0.0024916 sec
CPU time=0.0024316 sec
CPU time=0.00246705 sec
CPU time=0.00249347 sec
CPU time=0.00246951 sec
CPU time=0.0025752 sec
CPU time=0.0024464 sec
CPU time=0.00245758 sec
CPU time=0.00243884 sec
CPU time=0.00254332 sec
CPU time=0.00247364 sec
CPU time=0.00254515 sec
