3446940, 6544676, 3097736
7297625, 9683932, 2386307
10545393, 12864644, 2319251
13624718, 15971557, 2346839
16763232, 19176999, 2413767
19927863, 22423319, 2495456
23273964, 25565538, 2291574
26377495, 28741789, 2364294
29537073, 31892313, 2355240
32682408, 35040229, 2357821
35802944, 38026582, 2223638
38850578, 41187757, 2337179
41897061, 44252433, 2355372
45027222, 47330058, 2302836
48099422, 50459827, 2360405
51253757, 53604457, 2350700
54416021, 56785659, 2369638
57526888, 59777069, 2250181
60542193, 62898481, 2356288
63622922, 66000864, 2377942
66782630, 69115257, 2332627
69968254, 72338660, 2370406
73190456, 75438469, 2248013
76201358, 78600958, 2399600
79408939, 81784747, 2375808
82623708, 84939703, 2315995
85742866, 88091131, 2348265
88931940, 91245385, 2313445
92161476, 94558908, 2397432
95386073, 97754889, 2368816
98516274, 100852999, 2336725
101548624, 103976745, 2428121
104848985, 107928082, 3079097
108717232, 110962571, 2245339
111754003, 114159968, 2405965
114997559, 117326540, 2328981
118144669, 120552572, 2407903
121349210, 123716793, 2367583
124525511, 126897756, 2372245
127718595, 130083389, 2364794
130933054, 133349237, 2416183
134201898, 136578374, 2376476
137386441, 139722481, 2336040
140509163, 142866323, 2357160
143672511, 146056404, 2383893
146783557, 149416332, 2632775
150351019, 152772395, 2421376
153532150, 156033602, 2501452
156838734, 159235776, 2397042
160070091, 162606645, 2536554
163440666, 165876196, 2435530
166716496, 169087961, 2371465
169887404, 172282070, 2394666
173100584, 175461436, 2360852
176318723, 178677494, 2358771
179500505, 181827806, 2327301
182670974, 185034225, 2363251
185834615, 188178416, 2343801
189027378, 191474439, 2447061
192246903, 194614398, 2367495
195415000, 197727818, 2312818
198658912, 201041136, 2382224
201834260, 204175723, 2341463
205023212, 207337431, 2314219
208131277, 210958846, 2827569
211644956, 213996881, 2351925
214777525, 217293048, 2515523
218062183, 220412145, 2349962
221194965, 223520932, 2325967
224359305, 226947407, 2588102
227859923, 230198452, 2338529
231003734, 233331199, 2327465
234195487, 236545595, 2350108
237334800, 239657503, 2322703
240564343, 242948290, 2383947
243746273, 246131084, 2384811
247037778, 249355576, 2317798
250172188, 252530029, 2357841
253356396, 255740161, 2383765
256514486, 258850593, 2336107
259683016, 261999639, 2316623
262832923, 265158897, 2325974
265892737, 268456558, 2563821
269282381, 271667167, 2384786
272489696, 274835829, 2346133
275629451, 277965594, 2336143
278827868, 281251984, 2424116
282077639, 284437760, 2360121
285256461, 287638500, 2382039
288398353, 290655610, 2257257
291449800, 293807587, 2357787
294645078, 297070284, 2425206
297984813, 300349274, 2364461
301123126, 303492345, 2369219
304287147, 306792052, 2504905
307558677, 309923550, 2364873
310691770, 313525147, 2833377
314330721, 316620711, 2289990
317426079, 319804109, 2378030
320639509, 322971478, 2331969
