Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,136.95,30.478640061525056,310,98
HANDSHAKE_TIME,45444.09,3456.7066438880806,57784,38765
FINISHED_VALIDATION_TIME,51.27,11.655775392482475,97,39
CERT_VALIDATION_TIME,23927.01,2233.933443480356,28383,17277
MODIFICATION_RECORD_TIME,88.39,17.041651915234038,165,56
TOTAL_TIME,77717.64,4183.692028627346,92240,66928
