Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,135.7125,25.79398851961441,268,104
HANDSHAKE_TIME,49259.7375,2509.998962867067,55129,43749
FINISHED_VALIDATION_TIME,54.55,12.364161920647918,101,43
CERT_VALIDATION_TIME,26046.675,2391.1255340058997,31131,17026
MODIFICATION_RECORD_TIME,108.525,30.086946920550115,234,69
TOTAL_TIME,84691.9,3556.5934038065134,94083,74967
