Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,139.14,38.750230967053604,361,97
HANDSHAKE_TIME,42582.51,2771.6077373791554,49602,33889
FINISHED_VALIDATION_TIME,45.7,10.84112540283526,78,35
CERT_VALIDATION_TIME,21057.47,2584.35910606479,25722,14501
MODIFICATION_RECORD_TIME,71.88,15.517912230709387,176,51
TOTAL_TIME,70861.6,3613.631046468358,82233,61865
