1530582449760553, 9, CLIENT_TCP_CONNECT_START

not ignored
1530582449760685, 10, CLIENT_TCP_CONNECT_END

not ignored
1530582449761284, 1, CLIENT_HANDSHAKE_START

not ignored
1530582449769142, 7, CLIENT_EXTENDED_FINISHED_START

not ignored
1530582449769142, 8, CLIENT_EXTENDED_FINISHED_END

not ignored
1530582449769158, 2, CLIENT_HANDSHAKE_END

not ignored
1530582449769257, 3, CLIENT_CERT_VALIDATION_START

not ignored
1530582449777547, 4, CLIENT_CERT_VALIDATION_END

not ignored
1530582449778898, 6, CLIENT_FETCH_HTML_END

not ignored
1530582454751378, 9, CLIENT_TCP_CONNECT_START

not ignored
1530582454751504, 10, CLIENT_TCP_CONNECT_END

not ignored
1530582454752121, 1, CLIENT_HANDSHAKE_START

not ignored
1530582454757924, 7, CLIENT_EXTENDED_FINISHED_START

not ignored
1530582454757924, 8, CLIENT_EXTENDED_FINISHED_END

not ignored
1530582454757952, 2, CLIENT_HANDSHAKE_END

not ignored
1530582454758125, 3, CLIENT_CERT_VALIDATION_START

not ignored
1530582454767195, 4, CLIENT_CERT_VALIDATION_END

not ignored
1530582454768916, 6, CLIENT_FETCH_HTML_END

not ignored
1530582459741648, 9, CLIENT_TCP_CONNECT_START

not ignored
1530582459741809, 10, CLIENT_TCP_CONNECT_END

not ignored
1530582459742415, 1, CLIENT_HANDSHAKE_START

not ignored
1530582459748675, 7, CLIENT_EXTENDED_FINISHED_START

not ignored
1530582459748675, 8, CLIENT_EXTENDED_FINISHED_END

not ignored
1530582459748699, 2, CLIENT_HANDSHAKE_END

not ignored
1530582459748840, 3, CLIENT_CERT_VALIDATION_START

not ignored
1530582459756780, 4, CLIENT_CERT_VALIDATION_END

not ignored
1530582459757994, 6, CLIENT_FETCH_HTML_END

not ignored
1530582464711452, 9, CLIENT_TCP_CONNECT_START

not ignored
1530582464711562, 10, CLIENT_TCP_CONNECT_END

not ignored
1530582464712068, 1, CLIENT_HANDSHAKE_START

not ignored
1530582464719890, 7, CLIENT_EXTENDED_FINISHED_START

not ignored
1530582464719891, 8, CLIENT_EXTENDED_FINISHED_END

not ignored
1530582464719920, 2, CLIENT_HANDSHAKE_END

not ignored
1530582464720115, 3, CLIENT_CERT_VALIDATION_START

not ignored
1530582464728917, 4, CLIENT_CERT_VALIDATION_END

not ignored
1530582464730733, 6, CLIENT_FETCH_HTML_END

not ignored
1530582469683245, 9, CLIENT_TCP_CONNECT_START

not ignored
1530582469683381, 10, CLIENT_TCP_CONNECT_END

not ignored
1530582469684008, 1, CLIENT_HANDSHAKE_START

not ignored
1530582469690110, 7, CLIENT_EXTENDED_FINISHED_START

not ignored
1530582469690111, 8, CLIENT_EXTENDED_FINISHED_END

not ignored
1530582469690136, 2, CLIENT_HANDSHAKE_END

not ignored
1530582469690333, 3, CLIENT_CERT_VALIDATION_START

not ignored
1530582469700388, 4, CLIENT_CERT_VALIDATION_END

not ignored
1530582469701857, 6, CLIENT_FETCH_HTML_END

not ignored
1530582474667909, 9, CLIENT_TCP_CONNECT_START

not ignored
1530582474668044, 10, CLIENT_TCP_CONNECT_END

not ignored
