Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,143.05,41.15577116274217,356,99
HANDSHAKE_TIME,53186.175,3021.3150604289845,64002,47811
FINISHED_VALIDATION_TIME,62.0375,15.299872344238693,102,48
CERT_VALIDATION_TIME,27191.125,2229.307624437462,31284,20399
MODIFICATION_RECORD_TIME,111.6125,16.490522846471546,168,74
TOTAL_TIME,91058.0375,4139.875210811764,105291,82290
