Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,137.1125,26.066738264500987,241,102
HANDSHAKE_TIME,61293.775,3177.371126320468,69071,54481
FINISHED_VALIDATION_TIME,95.2875,20.90765036416096,136,60
CERT_VALIDATION_TIME,31647.0875,2477.677224709415,36561,25901
MODIFICATION_RECORD_TIME,138.3875,28.034574078269852,240,94
TOTAL_TIME,107536.85,4526.168832743648,120001,96842
