Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,140.075,38.59072913278525,340,102
HANDSHAKE_TIME,35176.4625,5588.59487470632,44365,22806
FINISHED_VALIDATION_TIME,40.75,9.505919208577359,74,32
CERT_VALIDATION_TIME,19079.6125,2986.6933115644383,24437,12041
MODIFICATION_RECORD_TIME,59.95,12.010308072651592,101,42
TOTAL_TIME,60808.9,4681.359011013789,71698,51387
