Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,147.735,54.73348860615409,451,100
HANDSHAKE_TIME,10343.995,1317.7763600000571,13034,7032
FINISHED_VALIDATION_TIME,22.69,2.8746999843461927,42,19
CERT_VALIDATION_TIME,11459.305,6365.204712495506,30002,5658
MODIFICATION_RECORD_TIME,13.27,4.10817477719729,53,8
TOTAL_TIME,28087.12,9225.969386769068,44130,15417
