Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,137.95,24.493009206710393,287,97
HANDSHAKE_TIME,27075.33,6372.091888940397,40274,19131
FINISHED_VALIDATION_TIME,36.27,6.824741753355947,61,29
CERT_VALIDATION_TIME,18637.12,2908.8430355727346,27636,11590
MODIFICATION_RECORD_TIME,49.65,18.025190706342055,140,32
TOTAL_TIME,52161.46,4079.344004665456,60723,44042
