Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,189.93,57.72386941292138,372,131
HANDSHAKE_TIME,164396.71,23154.844869398283,237168,115532
FINISHED_VALIDATION_TIME,16.54,7.499893332574804,57,12
CERT_VALIDATION_TIME,36196.84,13227.855248467153,66950,19742
MODIFICATION_RECORD_TIME,36.79,20.609849587029984,126,13
TOTAL_TIME,206604.97,27873.929225875207,277319,154345
