Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,194.39,46.73048148692671,344,132
HANDSHAKE_TIME,344774.33,26346.752251104877,416779,279191
FINISHED_VALIDATION_TIME,23.34,16.878518892367303,74,14
CERT_VALIDATION_TIME,47178.84,19090.06950208406,116143,16929
MODIFICATION_RECORD_TIME,48.78,21.459534011716098,121,20
TOTAL_TIME,401194.62,32711.575268941117,511730,325923
