Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,189.98,45.28155916043527,341,129
HANDSHAKE_TIME,63263.17,12092.139883457354,90533,33564
FINISHED_VALIDATION_TIME,9.21,2.680652905543722,20,6
CERT_VALIDATION_TIME,29591.61,11803.790339458763,60631,16836
MODIFICATION_RECORD_TIME,22.4,11.62841347734075,47,10
TOTAL_TIME,96921.52,17393.05567430864,151634,57204
