Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,202.12,46.58847067676723,344,144
HANDSHAKE_TIME,20422.86,8348.85626540546,42065,10764
FINISHED_VALIDATION_TIME,6.23,3.890642620442027,30,4
CERT_VALIDATION_TIME,11213.09,5398.6696585269965,28789,6564
MODIFICATION_RECORD_TIME,6.75,3.344772040064913,20,4
TOTAL_TIME,33758.95,10979.27507112833,67910,19971
