Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,195.82,48.965984111421676,336,137
HANDSHAKE_TIME,218778.86,24931.768120620727,284049,167064
FINISHED_VALIDATION_TIME,20.09,13.686559100080633,79,13
CERT_VALIDATION_TIME,35961.92,12787.070962249329,71423,14475
MODIFICATION_RECORD_TIME,41.6,21.966793120526265,104,17
TOTAL_TIME,263169.39,27041.571350014037,337012,212102
