Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,181.85714285714286,54.48195263814712,342,120
HANDSHAKE_TIME,6431.660714285715,7272.3564239051,82620,4296
FINISHED_VALIDATION_TIME,4.098214285714286,2.7869588565975185,26,2
CERT_VALIDATION_TIME,3410.651785714286,1001.6485938354456,8924,2572
MODIFICATION_RECORD_TIME,2.1339285714285716,0.8711193098771353,9,1
TOTAL_TIME,10658.151785714286,7263.637023373224,86078,7648
