Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,214.15126050420167,219.68624068691838,2545,136
HANDSHAKE_TIME,112432.66386554622,115168.60716134259,1350335,56466
FINISHED_VALIDATION_TIME,9.327731092436975,3.0072999243926017,29,7
CERT_VALIDATION_TIME,30282.764705882353,12342.023155661667,58528,16433
MODIFICATION_RECORD_TIME,28.949579831932773,15.305762488999928,76,12
TOTAL_TIME,147422.9243697479,117213.70461812562,1400170,79271
