Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,194.81,48.284717043801756,346,113
HANDSHAKE_TIME,81830.04,14643.371530436561,114676,49269
FINISHED_VALIDATION_TIME,9.58,4.864524642758016,35,6
CERT_VALIDATION_TIME,29926.57,13304.285472173995,64274,14630
MODIFICATION_RECORD_TIME,24.94,18.840286622023562,111,10
TOTAL_TIME,115914.44,20620.197149067222,168630,72254
