Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,210.27,48.41670269648688,356,150
HANDSHAKE_TIME,18143.84,8492.268995645392,36249,8269
FINISHED_VALIDATION_TIME,5.52,4.924388286883966,47,3
CERT_VALIDATION_TIME,5872.69,3232.6897336274014,20460,3727
MODIFICATION_RECORD_TIME,5.32,4.024624206059492,29,3
TOTAL_TIME,25681.75,8837.722027055388,50722,14328
