Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,200.03,58.16656341920159,371,128
HANDSHAKE_TIME,342650.26,24457.214745191242,394227,284370
FINISHED_VALIDATION_TIME,23.29,17.115078147645136,86,13
CERT_VALIDATION_TIME,45213.21,13280.007881996908,73090,16314
MODIFICATION_RECORD_TIME,40.9,14.962954253756173,85,17
TOTAL_TIME,398086.29,27255.189134656543,464249,325207
