Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,195.34,45.66381937595672,337,135
HANDSHAKE_TIME,140418.86,17950.24338164806,239104,105080
FINISHED_VALIDATION_TIME,14.21,2.9842754564550504,27,11
CERT_VALIDATION_TIME,33157.49,12156.130247323776,64056,19623
MODIFICATION_RECORD_TIME,33.73,16.737296675389366,87,15
TOTAL_TIME,179044.03,21003.44101924968,264965,130918
