Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,195.8,44.98844296038706,351,146
HANDSHAKE_TIME,81752.58,15224.836432080314,114890,36022
FINISHED_VALIDATION_TIME,9.05,3.3237779709240507,31,6
CERT_VALIDATION_TIME,27888.35,11813.355060587148,60857,10650
MODIFICATION_RECORD_TIME,26.32,15.03255134699363,89,12
TOTAL_TIME,113912.44,18787.6237248461,154968,64748
