3072308, 6057084, 2984776
6356310, 8709025, 2352715
9009775, 11364756, 2354981
11660459, 14028746, 2368287
14330688, 16742202, 2411514
17032437, 19400942, 2368505
19685326, 22078865, 2393539
22374682, 24767147, 2392465
25040161, 27442737, 2402576
27730995, 30137292, 2406297
30472348, 32865827, 2393479
33143767, 35533723, 2389956
35868390, 38265218, 2396828
38568360, 40940037, 2371677
41226833, 43600487, 2373654
43879780, 46231564, 2351784
46528777, 48895155, 2366378
49210986, 51577392, 2366406
51863620, 54214550, 2350930
54515933, 56898167, 2382234
57193375, 59588229, 2394854
59916713, 62289189, 2372476
62619687, 65004308, 2384621
65303366, 67679737, 2376371
67948698, 70323152, 2374454
70625199, 72987292, 2362093
73289820, 75652169, 2362349
75991899, 78341279, 2349380
78622485, 80979482, 2356997
81269474, 83914023, 2644549
84205429, 86558316, 2352887
86848933, 89211421, 2362488
89519722, 92467722, 2948000
92750834, 95132512, 2381678
95413823, 97769298, 2355475
98059448, 100424980, 2365532
100752828, 103180470, 2427642
103511215, 105916752, 2405537
106219986, 108587886, 2367900
108900046, 111281477, 2381431
111576356, 113932139, 2355783
114225922, 116587810, 2361888
116896630, 119266765, 2370135
119578698, 122018162, 2439464
122326701, 124830129, 2503428
125129763, 127475058, 2345295
127761154, 130122260, 2361106
130434150, 132821044, 2386894
133116108, 135493940, 2377832
135823481, 138169090, 2345609
138469890, 140869223, 2399333
141152473, 143497913, 2345440
143827458, 146241398, 2413940
146534496, 148894712, 2360216
149206782, 151575417, 2368635
151851679, 154252694, 2401015
154562891, 156947079, 2384188
157224312, 159589011, 2364699
159869524, 162270027, 2400503
162567496, 164926012, 2358516
165204798, 167567358, 2362560
167881711, 170243972, 2362261
170552549, 172914103, 2361554
173277325, 175635829, 2358504
175958777, 178927526, 2968749
179261212, 181869418, 2608206
182183042, 184637675, 2454633
184925201, 187310454, 2385253
187608442, 190058152, 2449710
190379539, 192752911, 2373372
193053557, 195435306, 2381749
195756259, 198113782, 2357523
198414397, 200777438, 2363041
201098904, 203470250, 2371346
203769458, 206193449, 2423991
206471606, 208836188, 2364582
209133502, 211539027, 2405525
211861053, 214255227, 2394174
214557963, 216925948, 2367985
217218681, 219645959, 2427278
219951613, 222367140, 2415527
222674172, 225054704, 2380532
225382681, 227732042, 2349361
228060513, 230419751, 2359238
230717612, 233060188, 2342576
233348058, 235693154, 2345096
235989730, 238343529, 2353799
238677050, 241030511, 2353461
241335484, 243698444, 2362960
243991874, 246333080, 2341206
246652061, 249009613, 2357552
249318761, 251701545, 2382784
251989161, 254360113, 2370952
254671942, 257052922, 2380980
257358555, 259782494, 2423939
260071977, 262450109, 2378132
262777126, 265792851, 3015725
266072034, 268442325, 2370291
268723844, 271147760, 2423916
271471216, 273842275, 2371059
