Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,1754.44,356.4688855987294,4279,1560
HANDSHAKE_TIME,129798.99,19931.044449549052,307126,112077
FINISHED_VALIDATION_TIME,64.44,13.317146841572335,94,49
CERT_VALIDATION_TIME,30977.74,2555.16919447617,38247,24678
MODIFICATION_RECORD_TIME,120.22,12.628998376751817,154,75
TOTAL_TIME,180395.72,20478.650140612295,353929,161207
