Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,1683.13,50.588863398973494,1891,1595
HANDSHAKE_TIME,47888.94,2922.914637207183,52923,40058
FINISHED_VALIDATION_TIME,39.97,13.575312151107244,89,30
CERT_VALIDATION_TIME,16011.16,2292.5607765989544,19459,10393
MODIFICATION_RECORD_TIME,52.28,13.4588855407868,102,31
TOTAL_TIME,72822.72,3712.9133145819605,79487,62215
