Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,1842.5625,420.7037212739507,4739,1606
HANDSHAKE_TIME,166055.7875,6390.2593681589915,190350,155673
FINISHED_VALIDATION_TIME,81.1,22.13458831783415,157,58
CERT_VALIDATION_TIME,33989.2,2425.0538983700962,38948,28318
MODIFICATION_RECORD_TIME,151.35,18.550673842208536,189,109
TOTAL_TIME,223684.3,6686.979092609756,245641,206924
