Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,3407.8375,14614.736515281204,133200,1601
HANDSHAKE_TIME,235151.35,34286.695294275596,511946,205934
FINISHED_VALIDATION_TIME,75.7375,3.6391748721379136,88,68
CERT_VALIDATION_TIME,37050.6125,2721.9359860848585,43472,28979
MODIFICATION_RECORD_TIME,188.875,21.604614669093266,234,133
TOTAL_TIME,300946.675,49683.66672553843,723572,272129
