Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,1686.2692307692307,58.75376105297279,1957,1586
HANDSHAKE_TIME,18971.201923076922,3698.8693344666613,32330,15801
FINISHED_VALIDATION_TIME,27.692307692307693,10.302237362561407,95,19
CERT_VALIDATION_TIME,18433.278846153848,3434.9082102189336,25100,9019
MODIFICATION_RECORD_TIME,15.721153846153847,8.515208939540102,50,10
TOTAL_TIME,44786.355769230766,2565.2130325324656,52577,40279
