Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,1777.6875,582.375943737162,6921,1607
HANDSHAKE_TIME,33010.45,3666.4924311254213,39444,20403
FINISHED_VALIDATION_TIME,25.75,3.9670518020313272,40,21
CERT_VALIDATION_TIME,12434.3625,2167.3385767096356,23572,9093
MODIFICATION_RECORD_TIME,24.8375,6.961400272215354,46,17
TOTAL_TIME,52731.675,2839.657337492501,59320,46555
