Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,6082.1625,11254.447546907568,41139,1575
HANDSHAKE_TIME,102834.4,31718.41627059901,222972,79138
FINISHED_VALIDATION_TIME,69.3625,25.185930472190222,153,42
CERT_VALIDATION_TIME,28295.1,2940.6909502700214,33555,16065
MODIFICATION_RECORD_TIME,97.9625,12.10520936415393,156,80
TOTAL_TIME,155300.5875,48776.57382947621,323988,122739
