Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,1843.88,1143.5449993769375,12862,1609
HANDSHAKE_TIME,196244.13,23730.68789464604,297232,169296
FINISHED_VALIDATION_TIME,73.04,11.087759016140277,123,61
CERT_VALIDATION_TIME,34836.23,2628.8072841309613,39381,24131
MODIFICATION_RECORD_TIME,162.65,20.06557998165017,212,113
TOTAL_TIME,255214.47,23839.550255176793,356446,227152
