Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,1790.42,169.94223606861243,2792,1571
HANDSHAKE_TIME,232661.65,21991.715227501016,391441,210272
FINISHED_VALIDATION_TIME,76.69,6.93930111754779,121,67
CERT_VALIDATION_TIME,37066.99,2748.9358213497817,42742,28651
MODIFICATION_RECORD_TIME,180.83,23.39874141914475,236,129
TOTAL_TIME,296488.9,21899.641006418347,455238,274567
