Tag,Mean,Stdev,Max,Min
TCP_CONNECT_TIME,1719.125,177.01245542334019,3254,1623
HANDSHAKE_TIME,238967.2375,16192.05069258041,275562,217521
FINISHED_VALIDATION_TIME,78.05,6.494035725186611,130,71
CERT_VALIDATION_TIME,38093.275,2570.005797537235,43023,27794
MODIFICATION_RECORD_TIME,195.5625,24.89921873774356,258,137
TOTAL_TIME,304438.25,16605.685562104925,340845,274932
