3516403, 6512905, 2996502
7351520, 9680543, 2329023
10491751, 12814693, 2322942
13622021, 15998524, 2376503
16790866, 19129596, 2338730
19965173, 22288635, 2323462
23156331, 25506570, 2350239
26326721, 28703967, 2377246
29521242, 31859545, 2338303
32721135, 35105201, 2384066
35918879, 38253636, 2334757
39063240, 41430001, 2366761
42256735, 44575012, 2318277
45396021, 47755981, 2359960
48604337, 50948896, 2344559
51787671, 54177892, 2390221
55017041, 57362201, 2345160
58204467, 60620818, 2416351
61412408, 63744499, 2332091
64568375, 66900140, 2331765
67705498, 70286693, 2581195
71050343, 73378790, 2328447
74223800, 76552070, 2328270
77353325, 79763921, 2410596
80575947, 82895504, 2319557
83760081, 86234287, 2474206
87074905, 89438063, 2363158
90300478, 92630122, 2329644
93456119, 95820177, 2364058
96666690, 99081625, 2414935
99919287, 102251161, 2331874
103090482, 105620185, 2529703
106397642, 109423420, 3025778
110225970, 112592109, 2366139
113406141, 115747856, 2341715
116580160, 118910318, 2330158
119727237, 122085578, 2358341
122895738, 125251038, 2355300
126106685, 128443579, 2336894
129266804, 131628803, 2361999
132455390, 134802454, 2347064
135632095, 137981524, 2349429
138798465, 141432680, 2634215
142260761, 144612653, 2351892
145450242, 147898255, 2448013
148713237, 151030903, 2317666
151868917, 154218604, 2349687
155063994, 157476740, 2412746
158297050, 160651420, 2354370
161492640, 163852218, 2359578
164675915, 167031718, 2355803
167863827, 170199272, 2335445
170996462, 173363513, 2367051
174220439, 176559386, 2338947
177397728, 179741912, 2344184
180555152, 182887722, 2332570
183701053, 186084162, 2383109
186953529, 189294304, 2340775
190124396, 192467102, 2342706
193280489, 195604800, 2324311
196403222, 198717278, 2314056
199540688, 201868816, 2328128
202676725, 205010397, 2333672
205834148, 208140911, 2306763
208948123, 211968673, 3020550
212802951, 215141530, 2338579
215996639, 218575907, 2579268
219472250, 221808573, 2336323
222612438, 224934144, 2321706
225765797, 228078033, 2312236
228911148, 231256197, 2345049
232066423, 234387748, 2321325
235230724, 237576142, 2345418
238421720, 240850658, 2428938
241735117, 244108039, 2372922
244979272, 247322939, 2343667
248125719, 250443127, 2317408
251261558, 253606532, 2344974
254438236, 256764155, 2325919
257617872, 259998559, 2380687
260850239, 263221049, 2370810
264057404, 266429558, 2372154
267263546, 269593990, 2330444
270505144, 272833610, 2328466
273664390, 276002124, 2337734
276819809, 279140201, 2320392
279967274, 282280796, 2313522
283116394, 285456199, 2339805
286297696, 288621498, 2323802
289527501, 291918689, 2391188
292736883, 295069823, 2332940
295882510, 298242574, 2360064
299076587, 301407196, 2330609
302238887, 304616302, 2377415
305393743, 307718286, 2324543
308557587, 310943375, 2385788
311771976, 314705460, 2933484
315584134, 317980980, 2396846
318849885, 321179865, 2329980
321983809, 324307029, 2323220
